,product_id,category,class,closure,color,dry_clean_only,embellishment,exposure,fit,gender,height,leg_style,length,material,neckline,occasion,pattern,print,rise,shape,sheer,sizing,strap,style,toe_style,trend,wash,width
62,01DPGT0E7WVPXS08E94KBYJ7MB,"blazers, coats, jacket,blazer",single breasted,buttoned front,"beige,white",yes,,,fitted tailored,woman,,,"mid length at hip,sleeve","spandex,linen blend",,"work,vacation,day tonight",,,,,,regular,,"classic,business casual,androgynous,modern",,,,
63,01DPGT6F3DFT5E371X1MB9YMC4,"sandal,shoe",slide,strap,blue,,,,,woman,,,,leather,,"vacation,weekend",,,,,,,,"casual,boho,classic,androgynous",open toe,,,medium
64,01DPGTHPSYZCNW17PFDX20C2B6,"flat,shoe",ballet,none,black,,,,,woman,,,,leather,,"day tonight,work",animal,,,,,,,"business casual,modern,androgynous,classic",pointed toe,,,medium
65,01DPGTXD3HEJ83GAWGBNB0PV92,"one piece,jumpsuit","denim,wrap",,blue,no,,,straight regular,woman,,,long sleeve,"cotton blend,denim",collared,"weekend,day tonight",,,,,,regular,,"modern,casual,androgynous,retro",,clean,medium blue,
66,01DPGTXH6QTM161M660N9W7C3S,"pump heel,shoe",,none,red,,,,,woman,medium,,,suede,,"work,day tonight,night out,cold weather",,,,block,,,,"classic,romantic,casual,glam,business casual",round toe,,,medium
67,01DPGV0TFFJ720BT3F8ADN4V7P,"blazers, coats, jacket",,,,,,,,,,,,,,,,,,,,,,,,,,
68,01DPGV4F7FMBYTE3Q32M81JPXC,"blazers, coats, jacket",,,,,,,,,,,,,,,,,,,,,,,,,,
69,01DPGV4P9Q64D12BEW3CNK5VFP,"top,tee",,,black,yes,,,straight regular,woman,,,"mid length at hip,short sleeve","spandex,synthetic",crew neck,"day tonight,work,weekend,night out",,,,,,regular,,"classic,casual,business casual,retro",,,,
70,01DPGV4RAP5Z0BYH1X7K2YK0DF,top,,,,,,,,,,,,,,,,,,,,,,,,,,
71,01DPGV4YRP3Z8J85DASGZ1Y99W,"handbag,accessory",tote bag,open,"dark brown,white,burgundy,pink,navy,purple,black,red,green",,,,,woman,,,,leather,,"night out,vacation,day tonight,work,weekend",,,,,,,leather,"business casual,classic,casual,edgy,modern,androgynous",,,,
72,01DPGV52E2XTG7PPG8N0PV5K05,"top,button down",,buttoned front,"white,blue",no,,,relaxed,woman,,,"mid length at hip,long sleeve",pure cotton,collared,"weekend,work,day tonight",stripe vertical,,,,,regular,,"androgynous,business casual,classic,modern",,,,
73,01DPGV73E6KQ1C31G7F1TGAWGB,"blazers, coats, jacket",,,,,,,,,,,,,,,,,,,,,,,,,,
74,01DPGV74AR5GXBVYEZB86TS9PE,"shoe,boot",slouch,,black,,,,,woman,"medium,mid calf",,,leather,,"work,night out,day tonight,weekend",,,,block,,,,"modern,classic,romantic,edgy,androgynous,glam,business casual",pointed toe,,,medium
75,01DPGV907RVE6WXD00BN285VQV,"blouse,top",,,"black,white",no,embroidery,,relaxed,woman,,,"mid length at hip,sleeve",ramie,split neck,"vacation,weekend,day tonight",,,,,semisheer,regular,,"casual,romantic,boho",,,,
76,01DPGV9H71T38N538ND3S5NSMC,"blazers, coats, jacket,jacket",moto,zipper,"black,red",yes,,,semifitted,woman,,,"mid length at hip,long sleeve",leather,,"weekend,night out,work,day tonight",,,,,,regular,,"glam,modern,edgy,androgynous,business casual,classic",,,,
77,01DPGV9PFVQBXZQ8BKT0EVK2DB,bottom,,,,,,,,,,,,,,,,,,,,,,,,,,
78,01DPGV9SVVH5JTR8AP19FN8HK3,"blazers, coats, jacket",,,,,,,,,,,,,,,,,,,,,,,,,,
79,01DPGVAZNJ8XB7TMY3Z7K56S0E,"tee,top",,,"white,black",no,ruffle,,semifitted,woman,,,"short sleeve,mid length at hip",pure cotton,scoop neck,"work,weekend,day tonight",,,,,,regular,,"business casual,retro,casual,classic,modern",,,,
80,01DPGVCKPF8T4PQKFHV2TY8HHG,"top,tee",,,"black,white",no,,,straight regular,woman,,,"short sleeve,mid length at hip",pure cotton,vneck,"weekend,day tonight,vacation",,,,,,regular,,"athleisure,classic,modern,androgynous,casual",,,,
81,01DPGVD9XJQCGK325JQ8RD6MYV,"blazers, coats, jacket",,,,,,,,,,,,,,,,,,,,,,,,,,
82,01DPGVDSAM963G5ATQ66QN2VMK,top,,,,,,,,,,,,,,,,,,,,,,,,,,
83,01DPGVEF7HJ2WP5J1HHS8THN5Y,"camisole,top",,,"orange,pink,black,white",yes,,,relaxed,woman,,,"sleeveless,mid length at hip","synthetic,silk blend",vneck,"vacation,work,weekend,night out,day tonight",,,,,,regular,,"glam,modern,classic,edgy,casual,androgynous,business casual,romantic",,,,
84,01DPGVENJ4DK9VAWAW5G8TH5AR,"pants, legging,bottom",denim jean,,"white,black",no,,,relaxed,woman,,wide leg,tall,"cotton blend,synthetic",,"night out,day tonight,weekend,vacation,work",,,high over 9,,,regular,,"business casual,boho,retro,androgynous,modern",,,,
85,01DPGVF16NCKCEGM24V3RQ7JZG,"top,blouse,button down",,buttoned front,"white,beige",yes,,,relaxed,woman,,,"long sleeve,mid length at hip",pure silk,collared,"night out,day tonight,work",,,,,,regular,,"modern,business casual,classic,androgynous,casual",,,,
86,01DPGVFKW3VKJNRR60DZGJ402V,"bottom,pants, legging",denim jean,,gray,no,,,fitted tailored,woman,,slim,cropped,"denim,cotton blend",,"weekend,day tonight,work",,none,high over 9,,,regular,,"classic,casual",,clean,Grey,
87,01DPGVFN6NS24XFG1MJ2HJKNGR,"shoe,boot",slouch,none,"beige,black",,,,,woman,over the knee,,,leather,,"night out,weekend,day tonight",,,,cone,,,,"modern,casual,glam,romantic",pointed toe,,,medium
88,01DPGVH2GJSJSVE1RP5TF1J3XS,"top,tee",,,"blue,white",no,,,semifitted,woman,,,"mid length at hip,short sleeve",,crew neck,"day tonight,weekend",tiedye,,,,,regular,,"edgy,casual",,,,
89,01DPGVHG06B7RFN6WWHQ52JREA,"bottom,pants, legging",denim jean,,navy,no,,,fitted tailored,,,skinny,regular,"cotton blend,denim",,"weekend,day tonight,work",,,high over 9,,,regular,,"business casual,classic",,clean,dark blue,
90,01DPGVKMVETJ64KSGV536H32Z4,"handbag,accessory","cross body bag,shoulder bag",zip up,"black,dark brown",,,,,woman,,,,suede,,"weekend,day tonight",,,,,,,leather,"modern,casual,classic",,,,
91,01DPGVP9X6JH24MWR1V2RW2WNP,"bottom,pants, legging",denim jean,zip fly with button,black,no,,,fitted tailored,woman,,skinny,ankle,cotton blend,,"vacation,day tonight,work,weekend",,,high over 9,,,regular,,"classic,casual,business casual",,,,
92,01DPGVPSERRH7AMXV14C0WAZAX,"pants, legging,bottom",denim jean,,"navy,white,black,red",no,trim,,fitted tailored,woman,,skinny,cropped,"modal,synthetic,cotton blend",,"weekend,night out,work,day tonight",stripe,,high over 9,,,regular,,"modern,casual,classic,business casual",,,,
93,01DPGVPXGVRATYPX8CVPG6C2JE,"bottom,pants, legging",trouser,,green,yes,,,relaxed,woman,,baggy,cropped,"cotton blend,linen blend",,"work,weekend,day tonight,vacation",,,high over 9,,,regular,,"androgynous,casual,boho,business casual",,,,
94,01DPGVPZJKKCV6B6E443K26DBK,"pants, legging,bottom",denim jean,,"white,black",no,,,semifitted,woman,,flare,cropped,"synthetic,cotton blend",,"night out,work,weekend,day tonight",,,high over 9,,,regular,,"retro,modern,edgy,casual,business casual,androgynous,glam",,,,
95,01DPGVQ73Z4Z70HN3T4XS9HBEH,"bottom,pants, legging",denim jean,,black,no,,,fitted tailored,woman,,skinny,ankle,leather,,"weekend,work,night out",,,high over 9,,,regular,,"edgy,glam,modern",,,,
96,01DPGVQB95XKE259QQ4NQJZSHS,"bottom,pants, legging",denim jean,zip fly with button,navy,no,,,fitted tailored,woman,,skinny,ankle,"synthetic,cotton blend",,"day tonight,work,night out",,,mid 89,,,regular,,"androgynous,business casual,classic",,,,
97,01DPGVQFN5QGRBNPH3ZEP8TTGB,"bottom,pants, legging",denim jean,,navy,no,,,semifitted,woman,,boot cut,regular,"cotton blend,modal",,"weekend,night out,day tonight,work",,,high over 9,,,regular,,"casual,modern,androgynous,classic,business casual,retro",,,,
98,01DPGVQGS119PQ5Y4GNG28G1ZR,"bottom,pants, legging",denim jean,,navy,no,,,fitted tailored,woman,,skinny,cropped,"pure cotton,synthetic",,"day tonight,work,weekend",,,high over 9,,,regular,,"classic,casual,business casual",,,,
99,01DPGVQJX1CQ80NT7CYXQ3XSAG,"blouse,top",,buttoned back,black,yes,,,semifitted,woman,,,"mid length at hip,long sleeve",pure silk,keyhole,"night out,weekend",,,,,,regular,,"glam,modern,romantic",,,,
100,01DPGVQKRRGMDKHYTC10C5F8DM,"bottom,pants, legging",denim jean,,blue,no,,,fitted tailored,woman,,skinny,ankle,"cotton blend,synthetic",,"weekend,vacation",,,high over 9,,,regular,,"casual,classic",,,,
101,01DPGVQNTVHNCN899K6ST8D84J,"bottom,pants, legging",denim jean,,navy,no,,,fitted tailored,woman,,flare,tall,"synthetic,cotton blend",,"day tonight,night out,work",,,high over 9,,,regular,,"business casual,boho,retro,androgynous,casual,modern",,,,
102,01DPGVQPY781RN59KVY4FANX4S,"top,button down",,buttoned front,"white,beige",yes,,,oversized,woman,,,"long below hip,short sleeve",cotton blend,collared,"weekend,vacation,work",stripe,,,,semisheer,regular,,"classic,casual,androgynous,modern,business casual",,,,
103,01DPGVQSJ329NA1K04NPB3CQRR,"bottom,pants, legging",denim jean,,blue,no,,,fitted tailored,woman,,,ankle,"cotton blend,synthetic",,"weekend,day tonight",,,high over 9,,,regular,,"androgynous,boho,classic,casual",,,,
104,01DPGVQXPMV44THE1FEPS8WMFS,"blouse,top",,,"yellow,navy",yes,,,relaxed,woman,,,"sleeve,mid length at hip",pure silk,split neck,"weekend,work,day tonight",dot,,,,,regular,,"classic,boho,business casual,casual",,,,
105,01DPGVQYVFSBEP5RK51CZTK5YB,"blazers, coats, jacket,blazer",single breasted,buttoned front,black,yes,,,,,,,"sleeve,mid length at hip","velvet,cotton blend",,"work,weekend,night out",,,,,,regular,,"androgynous,edgy,business casual,classic,modern",,,,
106,01DPGWW48XB73WGP4S83GRHRHB,"bottom,pants, legging",denim jean,,black,no,,,fitted tailored,woman,,straight,cropped,"modal,cotton blend",,"work,night out,weekend,day tonight",,,high over 9,,,regular,,"androgynous,classic,business casual,modern,casual,glam,edgy",,,,
107,01DPGWW5EA4KQ73H255BDHWZND,"boot,shoe","dress,bootie",zipper,black,,,,,woman,"medium,mid calf",,,suede,,"weekend,day tonight,night out",,,,stiletto,,,,"glam,classic,modern",pointed toe,,,medium
108,01DPGWWE56777EGER33TKY9FP7,"dress,one piece","trapeze swing,drop waist",,"multi,gold,burgundy,green",yes,,,relaxed,woman,,,"long sleeve,mini mid thigh and above",pure silk,split neck,"work,night out,day tonight,weekend",paisley,,,,,regular,,"classic,boho,casual,business casual,romantic,retro",,,,
109,01DPGWYTS97KK213K1QNJV6610,"handbag,accessory",tote bag,open,"dark brown,orange,black",,,,,woman,,,,leather,,"weekend,vacation",,,,,,,leather,"boho,classic,casual",,,,
110,01DPGX3HW860FEW1MC79RMW623,"tee,top",,,"white,black",no,,,semifitted,woman,,,"mid length at hip,short sleeve","synthetic,spandex",crew neck,"vacation,work,weekend",stripe,,,,,regular,,"modern,casual,boho,business casual",,,,
111,01DPGX7WBBE4PDWY4GVZ67WJS1,"romper,one piece",wrap,,blue,no,,,semifitted,woman,,,"mini mid thigh and above,short sleeve",cotton blend,split neck,"weekend,vacation,day tonight",,,,,,regular,,"casual,boho,romantic,retro",,,,
112,01DPGXF9VG7ZCA0QNSD0AQ1N6T,"pants, legging,bottom",denim jean,,navy,no,,,fitted tailored,woman,,,ankle,"cotton blend,synthetic",,"day tonight,work,weekend",,,low under 8,,,regular,,"classic,modern,casual,business casual,androgynous",,,,
113,01DPGXFHKP8MA3F81T2DG319GH,"top,blouse",,,"pink,blue,red,green,multi,yellow",no,,,relaxed,woman,,,"long sleeve,mid length at hip",pure cotton,split neck,"day tonight,vacation,weekend",floral,,,,,regular,,"casual,romantic,classic",,,,
114,01DPGXGYVJ5DYV5G9CTAPGPFES,"tank,top",,,"white,black,navy,gray",no,,,"semifitted,relaxed",woman,,,"sleeveless,mid length at hip,short at waistline",pure cotton,scoop neck,"weekend,day tonight",,,,,,regular,,"casual,classic",,,,
115,01DPGXJXDY2WVT7AB3Q9YR8ZJT,"shoe,sandal",lace up,lace,"light brown,dark brown,white,black",,stud,,,woman,flat,,,leather,,"day tonight,weekend,vacation",,,,,,,,"casual,boho",open toe,,,medium
116,01DPGXQK6X548ARKQT5J0JTZGS,"blazers, coats, jacket,jacket",denim,buttoned front,blue,no,,,fitted tailored,woman,,,"long sleeve,short at waistline","cotton blend,synthetic",,"day tonight,vacation,weekend",,,,,,regular,,"classic,casual,boho",,,,
117,01DPGXQSJT1H02NA8AQ80XRFZX,"top,tee",,halfway buttoned,"black,white,blue",no,,,straight regular,woman,,,"mid length at hip,short sleeve","spandex,cotton blend",henley,"weekend,vacation",,,,,,regular,,casual,,,,
118,01DPGXRAZBHQYMCX47N55TP8PF,"bottom,skirt","pencil,asymmetrical",,"navy,gray,black",yes,,,fitted tailored,woman,,,knee length,"spandex,wool blend,synthetic",,"day tonight,work",,,,,,regular,,"business casual,classic",,,,
119,01DPGXYDAZCZ9RP3XKJSQ0KVCD,"one piece,dress","sweater dress,body con",,"black,pink,gray",no,,,semifitted,woman,,,"long sleeve,midi mid calf",wool blend,turtleneck,"work,night out,day tonight",,,,,,maternity,,"modern,classic,androgynous,business casual",,,,
120,01DPGY040VFPTZZH6W96WGM2Y8,"jacket,blazers, coats, jacket",denim,buttoned front,black,no,,,straight regular,woman,,,"long sleeve,mid length at hip","cotton blend,spandex",,"weekend,work,day tonight,night out",,,,,,regular,,"casual,androgynous,classic,business casual,edgy,modern",,,,
121,01DPGY0R8DDN2CBV1632WKQS5S,"bottom,skirt",pencil,,blue,no,,,straight regular,woman,,,short,"denim,pure cotton",,"weekend,vacation",,,,,,regular,,"retro,casual,romantic",,raw hem,medium blue,
122,01DPGY192YZ8PK735N905Q9QN5,"sandal,shoe",ankle trap,,"white,red",,,,,woman,,,,leather,,"work,weekend,day tonight",tropical,,,,,,,"business casual,casual,romantic,classic",open toe,,,medium
123,01DPGY3FE50G4N6KR0NNF240WH,"top,button down",,buttoned front,beige,no,,,straight regular,woman,,,"mid length at hip,long sleeve",pure cotton,collared,"day tonight,work",,,,,,regular,,"androgynous,modern,business casual",,,,
124,01DPGY5KVSBRAJWX5KRBS19KNE,"dress,one piece",wrap,,black,yes,,,semifitted,woman,,,"long sleeve,mini mid thigh and above",pure silk,mock neck,"work,weekend,day tonight,night out",animal,,,,,regular,,"business casual,glam,classic,modern,edgy",,,,
